Template,1,2,3,4,5,6,7,8,9,10,11,12
A,BG-sub-blank,NAG-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB2.5,quench_MUB2.6,,,Hombl,Buf
B,BG-sub-blank,NAG-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB2.5,quench_MUB2.6,,,Hombl,Buf
C,BG-sub-blank,NAG-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB1.25,quench_MUB1.26,,,Hombl,Buf
D,BG-sub-blank,NAG-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB1.25,quench_MUB1.26,,,Hombl,Buf
E,P-sub-blank,Cello-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB0.625,quench_MUB0.626,,,Hombl,Buf
F,P-sub-blank,Cello-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB0.625,quench_MUB0.626,,,Hombl,Buf
G,P-sub-blank,Cello-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB0.16,quench_MUB0.17,,,Hombl,Buf
H,P-sub-blank,Cello-sub-blank,BG-assay,P-assay,NAG-assay,Cello-assay,quench_MUB0.16,quench_MUB0.17,,,Hombl,Buf
,,,,,,,,,,,,
Data,1,2,3,4,5,6,7,8,9,10,11,12
A,498,681,839,9969,536,459,7928,7690,114,108,130,66
B,494,683,1089,10892,544,472,8313,8117,114,113,130,60
C,496,689,827,11438,551,467,4341,4174,115,112,133,63
D,515,680,836,11080,547,478,4323,4232,113,113,131,60
E,9763,780,1267,11422,530,472,2040,2048,113,112,142,62
F,9680,764,937,11578,549,487,2165,2146,115,114,135,64
G,9496,796,1156,10912,559,458,648,635,114,112,132,64
H,9716,782,866,11862,538,483,672,693,120,118,136,66
,,,,,,,,,,,,
Bad_wells,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,,,,,,,,,,,
C,,,,,,,,,,,,
D,,,,,,,,,,,,
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
,,,,,,,,,,,,
conc_uM,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,mub_2.5,mub_2.5,,,,
B,,,,,,,mub_2.5,mub_2.5,,,,
C,,,,,,,mub_1.25,mub_1.25,,,,
D,,,,,,,mub_1.25,mub_1.25,,,,
E,,,,,,,mub_0.625,mub_0.625,,,,
F,,,,,,,mub_0.625,mub_0.625,,,,
G,,,,,,,mub_0.16,mub_0.16,,,,
H,,,,,,,mub_0.16,mub_0.16,,,,
